ID,GSM4861833,GSM4861834,GSM4861835,GSM4861836,GSM4861837,GSM4861838,GSM4861839,GSM4861840,GSM4861841,GSM4861842,GSM4861843,GSM4861844
ASHGV40008733,11.81855578,11.49614557,12.13764411,12.18145491,11.85470292,11.44230586,11.69105944,11.67883755,11.44931694,11.4956602,11.36872121,11.45016305
ASHGV40008734,11.40863279,11.57223332,11.25240711,11.49892871,11.42134227,11.38973468,11.50491126,11.34709023,11.50362476,11.13614995,11.13524693,11.16756818
ASHGV40008735,12.09976948,12.44390101,12.09929743,12.2890323,12.19146844,12.25890416,12.07875719,12.21678311,12.33625882,12.34786081,12.37757567,12.30688817
ASHGV40008739,3.47343203,3.530437933,3.431410283,2.71058029,3.732904723,4.016679738,2.732665975,2.650942965,2.683083192,2.574645169,2.579263098,3.076959603
ASHGV40008743,5.485880972,5.748247,5.270823498,5.472667975,5.408341827,5.775121721,5.57072921,5.503639303,5.273843174,4.447379326,4.627409673,4.82923656
ASHGV40008745,11.83225219,12.38797479,12.27758399,12.51539145,12.05698702,11.83011726,12.33499907,12.82681586,12.60789175,13.62319568,13.67786784,13.48356428
ASHGV40008748,5.26033467,5.149217056,5.884744085,5.38881762,5.338676747,5.510183988,4.675285837,5.134653005,4.88306672,5.766956292,5.795574844,5.654709211
ASHGV40008752,6.197604191,6.354395211,6.786639649,6.169553945,6.567985091,6.623827873,6.299104747,6.342196286,6.540229831,6.161214893,6.234852806,6.098164856
ASHGV40008756,2.69499357,2.66633432,2.665378412,2.674997772,2.676843887,2.697336656,2.764717838,2.682889154,2.715070941,2.6064927,2.6111166,2.617144298
ASHGV40008757,2.793834288,2.735828106,2.790416935,2.764981931,2.76682562,2.787291459,2.868580885,2.786859734,2.81899923,2.710563675,3.570025421,2.721201276
ASHGV40008764,5.422373504,5.839902882,5.712080943,5.643660508,5.762416816,5.579986127,5.812489931,5.549417967,5.629177415,5.274537742,5.607382262,5.516367585
ASHGV40008768,7.683939717,8.20627052,8.210082608,8.215373483,7.904598516,7.736332466,8.441641773,8.428302756,7.911750671,8.171276086,7.759815888,8.669909657
ASHGV40008779,3.822690418,4.110874586,3.735928044,4.244541572,3.536481217,3.923756826,4.475452058,4.186186647,3.997938081,3.847521016,3.542572817,3.700358309
ASHGV40008780,2.814357942,2.828608661,2.999337062,2.864187155,2.866249671,2.889144615,2.966396007,2.874975318,2.910929473,2.789623628,2.794789544,2.801523813
ASHGV40008782,9.299131631,9.614826936,10.10696227,9.580962184,9.691106496,9.650629215,9.801314372,9.704698693,9.795881195,9.870875001,9.909071279,9.867911249
ASHGV40008784,5.194879933,5.295563068,5.130639735,5.129529993,5.389830903,5.244342558,4.984906558,5.243205874,5.316413628,4.760789093,4.746708124,4.695986233
ASHGV40008787,2.909108729,2.862196615,2.804020949,2.844950728,2.846855185,2.867995598,2.938037858,2.853623102,2.886821946,2.774812253,2.779582285,2.785800479
ASHGV40008799,11.91254719,11.89702039,11.67636398,11.99214528,11.7827491,11.75014409,12.25492429,12.19154439,12.03205459,12.12142627,12.14220671,11.9839977
ASHGV40008801,6.497524775,6.655920611,7.236809246,6.677298471,6.762116629,6.856253321,6.060080393,6.657694603,6.455028211,7.084518431,7.016983976,7.321103229
ASHGV40008802,6.46529054,6.361072418,6.911647499,6.394683688,6.69103185,6.663987876,5.069005847,5.443951347,5.776710557,6.260993364,5.956503988,6.070152126
ASHGV40008803,5.564632123,5.195494109,4.315470065,5.182404763,5.034296432,4.909801913,5.636488153,5.255666717,4.944578116,5.547025061,5.856950253,5.433563116
ASHGV40008804,9.204270195,9.034656468,9.841592055,9.551928804,9.234500996,9.150630214,8.343748906,8.78402429,8.909539933,9.591641607,9.578448895,9.461320896
ASHGV40008807,7.600300304,7.464528746,7.563142262,7.234648483,7.57570442,7.855120086,7.197308557,6.981910466,6.832801929,6.861724284,6.222313693,7.184304449
ASHGV40008808,3.072252263,3.126065297,2.821833452,2.98181859,2.983727513,3.004917481,3.080741592,2.996128955,3.029405622,3.467069876,2.921914577,2.928147347
ASHGV40008810,8.329181248,8.107614516,7.939084727,8.05593229,8.166493526,8.223658958,8.08589868,7.728717645,7.889274234,7.952201824,7.791992159,8.019691504
ASHGV40008811,6.146795419,6.190390269,5.821575773,6.140210202,6.112533084,5.942365938,5.594621706,5.846617483,6.145919619,5.810803056,5.867535364,5.847856819
ASHGV40008814,4.496578263,4.412242476,4.514180875,4.688000903,4.559542761,4.279069912,4.85285479,4.450389269,4.807227476,4.329997468,4.202602689,4.699487259
ASHGV40008815,14.91971047,13.98643277,11.19840184,14.57879216,13.68969755,11.84570654,16.2274144,15.59361268,11.83725859,13.10274673,13.02426913,13.07440946
ASHGV40008818,9.120014817,8.691521131,8.542083879,8.755952261,8.788293263,8.824710844,8.801244136,8.92040551,8.939711472,8.785542862,8.573143192,8.970910563
ASHGV40008819,11.26029619,10.38373858,7.456489322,10.88051843,9.956198849,8.278922868,12.25674296,11.48010585,7.782283124,9.144280794,9.167615302,8.935776774
ASHGV40008820,9.159138645,8.431978791,7.248488834,8.975715277,8.40078728,7.420096716,10.33510031,9.518934212,7.01828553,7.479873666,7.239338036,7.492536393
ASHGV40008821,8.197156591,8.210226618,8.191257508,8.008412808,8.278524415,8.435263802,7.997172536,7.886212625,7.893365215,7.68668013,7.782580333,7.56608821
ASHGV40008833,12.25136532,12.69280006,12.67593603,12.37274045,12.58366476,12.75368488,12.15030725,12.09480311,12.12253332,12.38193475,12.61820548,12.12681326
ASHGV40008835,5.967304597,5.453898181,5.857335273,5.427559619,5.874806806,6.08746191,5.811969045,5.189649261,4.941260553,5.374185307,4.973103224,5.534770479
ASHGV40008837,9.578843037,9.952855985,10.57904481,10.11654787,9.957073414,9.929517539,9.646968785,10.16517044,10.28114196,10.93913775,11.00894737,10.91505133
ASHGV40008838,11.84097624,11.82259812,11.76953856,11.83143083,11.76276188,11.82531879,12.05718799,11.70147067,11.59671516,11.45437103,11.33870128,11.63574388
ASHGV40008839,4.374729081,4.440119847,4.950083552,4.681588647,4.576920416,4.52742155,5.205536772,5.024674925,5.454290238,4.692022516,4.601876108,4.693596767
ASHGV40008840,3.918268853,4.08590534,3.777981377,3.156460516,4.171153868,4.548920453,4.117730597,4.210312879,4.292328073,3.568827292,3.810821516,3.454157618
ASHGV40008842,6.20223634,6.225351087,6.429973624,6.261980457,6.222707187,6.378704491,6.846770816,6.552290838,6.481734231,6.454675763,6.406835306,6.367815417
ASHGV40008844,10.79051935,10.8148292,10.90122085,10.89280247,10.84086987,10.80371945,11.2080608,11.10520301,11.12055418,10.70675473,10.80801787,10.96065099
ASHGV40008845,9.143244836,8.932760552,8.883804275,8.939101211,9.031072064,9.046483049,8.711591492,8.436526672,8.18020796,8.510162724,8.295878286,8.654946514
ASHGV40008847,3.171759608,3.162536563,2.928476845,3.05370531,3.055837605,3.079507117,3.159941105,3.065427525,3.102598059,2.977188267,2.982528954,2.989491052
ASHGV40008848,5.29943769,5.266285116,5.556875544,5.471684659,5.256757358,5.457552255,5.389327491,4.956379095,5.210656843,5.174511981,5.091526052,5.20666998
ASHGV40008857,5.766810658,5.804842724,5.580362568,5.646738103,5.694227584,5.950401316,5.685581459,5.551756803,5.339848079,5.412586531,5.410020066,5.758630768
ASHGV40008858,13.5548631,13.59954053,13.66369476,13.61962779,13.64987703,13.59094171,13.3146271,13.30984869,13.07163751,13.29630006,13.12750427,13.40605144
ASHGV40008859,7.201067594,7.152041779,6.36020838,7.073182117,6.973470122,6.688105503,7.991238928,7.784090818,7.559434427,7.530862782,7.308893998,7.706753533
ASHGV40008860,2.680361796,2.672106637,2.671130807,2.672966079,2.674808924,2.695265409,2.781505513,3.263527396,2.73194652,3.213038291,2.62817624,2.634193265
ASHGV40008862,4.016763836,4.380710933,4.86219001,4.081578791,4.463239594,4.580557939,4.519205657,3.355308488,4.22097463,4.374607333,4.281107315,3.868544126
ASHGV40008863,7.932122662,7.407697033,6.019702039,7.574934297,7.20497525,6.561381064,8.076680806,8.690215506,9.0065786,6.966270913,7.152818375,6.786374324
ASHGV40008868,7.181360652,6.929816175,7.523766497,7.214464982,7.194783893,7.138500914,7.310582672,6.515786216,6.86207263,7.071680127,7.125210131,7.139922603
ASHGV40008871,6.796210295,6.749452721,7.489726046,7.021521636,6.881131999,7.078398119,7.125025207,7.063213406,7.071409381,7.763266997,7.698254674,7.691011445
ASHGV40008874,7.313030575,8.636324277,7.290743474,7.663259936,7.70170692,7.843446936,7.164412041,7.072384282,7.080066797,8.667502174,8.77810084,8.588230249
ASHGV40008875,7.426558342,7.439183876,7.074792481,7.31956929,7.32916083,7.373907656,7.676143809,7.384368865,7.568252136,7.018165466,7.079296453,6.894508124
ASHGV40008876,5.053387935,4.962482109,5.004567502,4.751191235,5.132415652,5.276561109,5.517955351,5.143956902,5.041090591,4.386039205,4.548317584,4.018973059
ASHGV40008880,8.67760858,9.182063042,8.692804591,8.986660897,8.936915601,8.760363137,8.400352495,8.543678503,8.703214816,8.185904943,8.221498193,8.43142732
ASHGV40008886,2.84769719,2.914417935,2.995314888,2.900858356,2.902704848,2.923201807,3.035529317,3.717456315,2.985872271,3.330661785,3.801600839,3.537978994
ASHGV40008889,9.192776549,9.100275976,8.8951318,8.674425003,9.113877262,9.405151793,9.177261896,8.712883761,8.770975967,9.097243759,9.128639102,9.502600631
ASHGV40008891,5.79113176,5.85488235,6.191925716,5.925995761,6.129383754,5.789444629,5.963436594,5.94862762,5.880453983,6.243234062,5.982677521,6.395920207
ASHGV40008893,5.124418648,5.214479083,5.654935691,5.412417176,5.28781704,5.432271078,4.522062873,5.113307195,5.193850456,5.138599528,5.041406775,5.511223061
ASHGV40008894,6.496181676,6.850191081,6.796647237,6.76623462,6.811100688,6.537174024,6.613391825,6.669662134,6.638657343,6.88487612,6.986243534,6.710366006
ASHGV40008896,3.388244883,3.245260813,3.125399159,2.685348212,3.206560095,3.891046311,2.813139034,3.808776173,3.640857941,4.166816592,3.721374692,3.905521903
ASHGV40008897,2.779798172,2.877275688,2.877580966,2.830408828,2.832252393,2.852716867,6.475662609,5.912232102,5.313550183,5.243273763,5.720257806,4.719445815
ASHGV40008899,6.326723991,6.608508846,6.956257971,6.657956084,6.70871082,6.506525501,6.114911824,6.166031331,6.313448372,6.205389983,5.629169679,6.598991923
ASHGV40008900,8.239410421,7.511124671,7.359928946,7.700580894,7.693414991,7.756914117,8.168348135,7.903119612,7.751940513,7.606486627,7.594787325,7.841494992
ASHGV40008902,13.24578597,13.32243726,13.46576532,13.38700254,13.33385044,13.35697613,13.32269149,13.23965571,12.86762721,13.14251079,12.91734377,13.20231524
ASHGV40008903,3.883380709,4.045991336,3.948155057,3.591384997,4.692203375,3.592920864,4.024763849,3.639387671,4.233504034,4.216530163,3.862592167,3.173151587
ASHGV40008905,5.88490207,5.89104069,6.180078096,6.085251933,5.900835766,6.018768411,6.018500257,6.085125951,6.213833386,5.812663713,5.735011784,5.89685533
ASHGV40008938,5.293289573,5.317552079,5.222136387,4.612607011,5.389540709,5.837163471,4.399888374,4.38735369,3.792654949,4.865287517,4.570376121,5.27444593
ASHGV40008939,7.781023414,7.181970355,7.789846505,7.120793879,7.663004844,8.074639806,7.09943491,6.896463752,6.887562295,8.110516656,7.836660974,8.280542874
ASHGV40008941,11.16924462,11.08862214,11.18453257,11.09202492,11.16001995,11.22003373,11.04057288,10.99974055,11.00578705,10.71844115,10.75666537,10.54803068
ASHGV40008942,7.000136358,6.598057401,6.590063568,6.715651677,6.639700185,6.932628449,6.971763021,6.86754961,6.6161544,6.711279633,6.484163642,6.942533917
ASHGV40008946,12.37193708,12.11066969,12.31539221,12.13060452,12.31427219,12.37200051,11.85787502,11.89239888,11.89915394,11.59981405,11.62281527,11.89355678
ASHGV40008947,11.99276291,11.91993787,11.66823206,11.7845085,11.87917467,11.91661449,12.31095792,12.21536378,12.19981059,12.20543018,12.12961428,12.41363656
ASHGV40008949,2.755820998,2.76618066,2.792072681,2.764305166,2.7661546,2.786684226,2.854216846,2.772240992,2.804480659,2.695707139,2.700339355,2.706377894
ASHGV40008954,12.67406588,12.47556903,12.76762484,12.6591231,12.69078849,12.63228526,12.15808964,12.09134234,12.12767461,11.91594793,11.67808845,11.95142773
ASHGV40008955,8.513292526,8.573763469,8.1635232,8.557166398,8.349953594,8.398592002,8.412241909,8.385153193,8.289685412,8.566650845,8.552819565,8.681963064
ASHGV40008957,4.104839069,3.923190706,4.533682838,4.160277473,4.300113339,4.161510572,5.085222704,4.769215208,4.020055183,3.137006362,3.542871044,3.377950467
ASHGV40008963,6.68181856,6.742265426,7.56787111,7.655682808,7.089723043,6.33342848,6.025318427,6.764105597,7.273036976,5.242785183,4.82501274,5.555916139
ASHGV40008965,8.024781333,8.144568996,7.319121398,7.503640555,7.978221739,8.057863863,7.565783078,7.670939745,7.59753148,7.218255022,6.708440118,7.415534769
ASHGV40008966,9.539699254,9.749412131,9.752729244,9.878186582,9.679118046,9.564927041,9.230013261,9.130440247,9.240220961,9.145153166,9.077277489,9.204055213
ASHGV40008967,2.795405981,2.637456251,2.63680211,2.688327436,2.690356781,2.71288351,2.788621954,2.698671568,2.734047478,2.614692575,2.619775408,2.626401371
ASHGV40008976,3.24986689,3.452076175,2.705610608,3.095654735,3.097897963,3.122798893,3.208292612,3.108861917,3.147966267,3.016031968,3.021650507,3.028974811
ASHGV40008977,2.674385812,2.673536319,2.672561593,2.673039465,2.674880151,2.695312669,2.762446282,2.680858188,2.712945355,2.604686352,2.609296658,2.615306633
ASHGV40008978,2.808452351,2.73716756,2.59637212,2.710405943,2.712481409,2.735520096,2.81336211,2.721367446,2.757547335,2.635479886,2.640678236,2.647454785
ASHGV40008979,3.257752147,2.866764783,5.508459983,4.40502331,4.449554103,2.768652458,2.831617029,2.744522968,2.778775536,4.470780528,2.668132112,5.666536867
ASHGV40008980,2.812723299,2.800261974,2.627128785,2.740595678,2.742660639,2.765582722,2.842945627,2.751416568,2.787413343,2.665963703,2.671135743,2.677877994
ASHGV40008981,2.875162468,2.74371042,2.662773798,2.753309332,2.755383137,2.778403389,2.856169654,2.764248603,2.800399541,2.67842977,2.68362396,2.690395086
ASHGV40008982,2.949652248,3.133881411,3.094608104,2.737420933,2.7392697,3.712479015,2.797005519,2.715059229,2.747287268,2.638552976,2.643183521,2.649219883
ASHGV40008994,8.676687767,9.142302704,9.611131846,9.22100823,9.079644519,9.008484077,8.727160912,9.280176241,9.611483227,10.37670054,10.3362957,10.17397504
ASHGV40008998,5.446203189,5.551823092,5.872230983,5.778930191,5.909644569,5.268595859,4.765953639,6.056209403,6.187839368,5.435853365,4.623937926,4.574889938
ASHGV40009003,2.663136378,2.677419645,2.676449167,2.671963789,2.673805596,2.694250556,2.761435291,2.679797516,2.711904222,2.603579297,2.60819241,2.614206045
ASHGV40009005,11.81088267,11.62694053,11.48876678,11.65666008,11.59114496,11.66557831,12.29604952,12.12782535,11.91527989,11.87375445,11.83401037,11.84211664
ASHGV40009006,9.684536636,9.682487526,9.436095683,9.547769989,9.517046855,9.786572124,9.156889913,9.153015821,9.002212575,9.254797668,9.093859528,9.350166431
ASHGV40009009,10.38845741,10.70438399,10.8282718,10.76726748,10.61158541,10.48366263,10.17515461,10.27264758,10.57356778,10.44698866,10.19230003,10.53093739
ASHGV40009010,6.242367218,5.847323944,5.719010516,5.87636497,5.824553464,6.0180195,5.915067319,5.941565131,6.423888311,5.838835097,5.763631691,6.157178218
ASHGV40009011,8.298608984,7.914069684,7.928265544,8.297356507,8.114112981,7.766714244,8.183196531,8.486677742,9.027538945,8.536397702,8.514841944,8.5709326
ASHGV40009014,9.104754772,8.73031009,8.486460995,8.843560255,8.780894526,8.725848609,8.577855156,8.717851138,8.976312518,8.384768392,8.313121884,8.496631691
ASHGV40009015,3.378150516,3.332273172,3.166635331,3.747874278,3.404333057,2.744670622,2.759316598,2.67721043,2.709501347,2.600554914,2.605194494,2.611242632
ASHGV40009016,5.578340198,6.663528977,5.843262154,6.194577784,5.984403059,5.833721783,5.533142905,5.690955805,6.068751147,6.876798006,6.762857407,6.570545183
ASHGV40009018,7.866607888,7.668092985,7.66170808,7.57372676,7.76188432,7.935498451,7.48431158,7.319209297,7.183108683,7.749917998,7.670437324,7.61779298
ASHGV40009021,4.879207106,4.703851041,4.562022047,4.643872632,4.646178814,4.876373638,4.728428608,4.844640698,4.758472339,4.58200786,4.746903312,4.612114749
ASHGV40009022,2.789953496,2.784263245,2.882550636,2.808206273,2.810118214,2.83134169,2.901725245,2.816978813,2.8503081,2.737858307,2.742647081,2.748889707
ASHGV40009023,9.424582608,9.262135979,9.480611666,9.475261171,9.437969786,9.347566039,9.147771543,9.052483009,9.355979343,8.471030647,8.652086627,8.593155823
ASHGV40009024,3.580645233,3.489584619,3.528634723,3.294708402,3.874094513,3.48000797,2.668642493,4.167795613,3.438974743,2.949724242,3.041455019,3.163967461
ASHGV40009035,11.29042931,11.18297358,11.22639848,11.17021989,11.31119413,11.23470301,11.23943734,11.12827516,11.09787168,10.78388639,10.74889111,10.67015289
ASHGV40009037,4.535853475,4.455454895,4.550175701,4.764295667,4.119067084,4.715174434,4.928859285,4.778515646,5.026934776,4.521151139,4.868699074,4.783822751
ASHGV40009049,4.487760637,4.398169365,6.516401303,5.161390909,4.996812055,5.051337308,4.521635311,4.841126652,5.126544164,5.895034033,5.731402465,5.585498419
ASHGV40009052,5.030508859,5.301637033,5.408756438,5.285551441,5.356526452,5.079840793,5.142183669,5.117673939,4.627586596,4.873057489,4.976288747,5.111374532
ASHGV40009053,7.185907638,6.366630226,6.682958466,6.727009548,6.828896571,6.703016546,7.715261573,7.661909492,7.881725249,7.196320756,7.456600321,6.682243038
ASHGV40009059,7.772023767,7.127223737,7.891620918,8.074556242,7.626476153,7.21899108,7.281350509,7.464552227,7.638756283,6.230844881,6.542329589,6.282407762
ASHGV40009060,2.744115866,2.659077701,2.775007002,2.72200083,2.723926901,2.745307226,2.816335257,2.730962515,2.764538118,2.651257278,2.656081442,2.662370204
ASHGV40009062,4.423228612,4.331371062,4.785317455,4.123828764,4.447859151,4.8675959,3.404083912,4.484658775,4.443711202,4.86054295,4.912962831,5.391929958
ASHGV40009065,13.69086255,13.28922161,13.10857898,13.1996099,13.36405403,13.4584114,13.09434951,13.19322373,12.86877756,12.5440746,12.40792829,12.69465297
ASHGV40009066,13.77775345,13.53282533,13.51939486,13.63581198,13.59665732,13.60906716,13.63043738,13.60369257,13.40949741,13.41130398,13.22839172,13.50347686
ASHGV40009068,2.768918648,2.643769229,2.643052984,2.684142968,2.686109486,2.707938797,2.780811648,2.693646084,2.727926773,2.612267042,2.617192514,2.623613339
ASHGV40009069,2.663136378,2.677419645,2.676449167,2.671963789,2.673805596,2.694250556,2.761435291,2.679797516,2.711904222,2.603579297,2.60819241,2.614206045
ASHGV40009073,7.307829076,7.591932428,7.529371161,7.729962149,7.439460173,7.217754116,7.226818557,7.223056916,7.4565407,7.362663932,7.287686893,7.335696979
ASHGV40009075,2.667589346,2.643236283,2.740782949,2.682857746,2.684756621,2.705835068,2.77562272,2.691455395,2.724556929,2.612875553,2.617631603,2.623831571
ASHGV40009084,2.664511132,2.62299657,2.806504143,2.695774957,2.697818898,2.72050764,2.796911775,2.706314461,2.741944797,2.621731486,2.626850876,2.633524493
ASHGV40009088,10.34781468,10.19778977,9.834818958,10.0385539,10.1259592,10.26912646,10.18343985,10.18427758,10.28426798,9.941675317,9.904485213,9.973201175
ASHGV40009094,2.946800519,3.161951665,3.206434318,3.069739542,3.071873092,3.095556547,3.176047827,3.081478571,3.118671002,2.993187333,2.998531166,3.005497365
ASHGV40009095,4.037525677,4.42047348,4.556903864,4.47640968,4.129443778,4.292944571,3.425707871,4.578286578,5.375517097,3.266968735,3.873127694,4.319344482
ASHGV40009098,3.732108852,3.963512362,3.760287036,3.815289744,3.84769326,3.822526641,3.810111672,2.682568845,2.714782829,3.76812752,3.473578703,3.488604121
ASHGV40009099,8.204333001,7.972410076,7.30431069,7.760620701,7.818726311,8.015715167,7.687410562,7.630732138,7.549124438,7.452287296,7.346595257,7.626865066
ASHGV40009100,11.2171844,10.94556632,11.13571954,11.01085275,11.0987278,11.16618649,11.49433428,11.2174753,10.77559139,11.13152848,11.08974044,11.06999521
ASHGV40009101,14.44956098,13.86956358,14.44088972,14.30203498,14.30390415,14.29024047,13.70923475,13.65207125,13.6756574,13.07230755,12.95550042,13.01716883
ASHGV40009104,8.714971192,8.150108589,8.176177452,8.407227477,8.317416924,8.319791852,8.651840964,8.593333615,8.163565113,7.760708933,7.723068502,8.05654058
ASHGV40009105,2.812810434,2.901500786,2.799510332,2.825851722,2.827764239,2.848994115,2.91940397,2.83463198,2.867971318,2.755487613,2.760277831,2.76652234
ASHGV40009107,2.663136378,2.677419645,2.676449167,2.671963789,2.673805596,2.694250556,2.761435291,2.679797516,2.711904222,2.603579297,2.60819241,2.614206045
ASHGV40009110,12.16182483,11.98839954,12.08690897,11.96593305,12.09180457,12.20797271,12.33511757,12.22382191,12.33288039,12.07083634,12.00207947,12.23338397
ASHGV40009114,2.858299148,2.883661835,2.864347392,2.855177066,2.857022064,2.877502439,2.944832693,2.863053501,2.895215824,2.786703254,2.791324357,2.79734841
ASHGV40009115,3.282233695,3.19996882,3.141705489,3.167507147,3.169454165,3.19106701,3.263050435,3.176749228,3.21068998,3.096177162,3.101053792,3.107410947
ASHGV40009118,5.271591175,6.532164546,6.068615624,6.797554079,6.049681807,4.978796998,6.749132753,6.949370578,7.530741483,6.944820177,6.635233727,6.713413552
ASHGV40009120,2.641770432,2.653364298,2.745856569,2.679591229,2.681507437,2.70277828,2.77335646,2.688420889,2.721824561,2.609123801,2.613923262,2.620179821
ASHGV40009121,3.824603147,3.820650179,3.8674081,4.066936617,4.370299133,3.033248132,4.766243849,4.81650926,5.348257758,3.72847323,4.670914709,4.669816457
ASHGV40009123,5.913777773,6.219845837,5.787701585,6.053062153,6.027118984,5.947499635,5.790239268,5.996911542,6.250317618,6.089525849,5.904217433,6.062089335
ASHGV40009125,8.6441828,8.30271709,7.737601809,8.31773052,8.264661656,8.157676691,8.590901799,8.374843455,8.379637294,7.806412927,7.862088984,8.115231274
ASHGV40009126,8.729405821,9.437037347,9.332101526,9.261325684,9.081625939,9.073229687,9.086920255,9.428674002,9.645725132,10.37025154,10.41843581,10.23257688
ASHGV40009127,4.877660702,5.123035883,4.24671205,4.312045779,4.661449879,5.315091508,4.942164041,5.311894176,5.217336364,4.728441039,4.965837222,4.66928299
ASHGV40009130,3.195397311,3.198084429,3.462266327,2.56829317,3.430123422,3.91053039,2.603888785,2.521940839,2.55416953,2.44543304,3.394374308,2.456100162
ASHGV40009131,9.416522906,9.205322346,9.523077461,9.38146701,9.392368909,9.444510875,9.193635875,8.973456597,9.144954392,9.14974256,9.075664027,9.155375137
ASHGV40009132,11.28176385,11.18657897,10.91670175,11.10080784,11.11512316,11.22060895,11.20608937,11.17865119,11.35567023,11.13916811,11.18741403,11.14833646
ASHGV40009133,7.264059664,6.787332652,7.115038588,7.041889241,7.044041289,7.1740873,6.874498468,6.725236919,6.504965439,6.819648482,6.496791574,6.974471079
ASHGV40009134,5.153822873,5.43086041,5.84009246,5.473984439,5.529991354,5.566131455,5.467150179,4.974995079,4.72618273,4.79387712,4.590947239,4.303839148
ASHGV40009135,5.351372768,5.86092757,6.272514697,5.857573536,5.966404508,5.813716661,5.49321593,5.232779981,5.419576447,4.846962621,5.081051175,4.614914054
ASHGV40009136,10.95069016,10.79821646,10.29835749,10.593345,10.69850447,10.68598155,11.82255878,12.11831102,12.55529807,11.55678417,11.69447303,11.39200447
ASHGV40009137,5.402026495,5.316199168,5.180183814,5.089227356,5.372301899,5.589654678,5.08479913,4.308156124,4.055349055,3.317200311,3.955152382,3.825131065
ASHGV40009146,8.072909787,7.012428553,7.084618887,7.91561365,7.473211837,6.946486799,6.782554943,7.921566347,8.627818313,6.527336402,6.352446136,6.523320229
ASHGV40009147,8.569442728,8.469293258,7.322373405,8.175946738,8.100560766,8.131705893,8.97433198,8.44825644,8.022311982,7.43932687,7.435012889,7.332206833
ASHGV40009148,7.448565922,8.058192423,7.658813192,7.695486368,7.634414897,7.607897961,7.315768394,7.421459851,7.622532469,7.809479412,7.709123865,7.816174061
ASHGV40009153,3.565636985,3.413920169,3.785554194,3.512037152,3.514214834,3.538388174,3.620892323,3.524366933,3.562328677,3.434249419,3.439703787,3.44681408
ASHGV40009156,3.022204399,3.421313207,3.43143299,3.239696433,3.241906228,3.266436031,3.350404841,3.252456073,3.290977607,3.161009674,3.166544473,3.173759615
ASHGV40009157,2.735828282,2.844613901,2.898109368,2.814305185,2.816307023,2.838528408,2.913012235,2.824281103,2.859177502,2.741440423,2.74645436,2.752990509
ASHGV40009160,12.63059866,12.44183776,12.35830737,12.30700684,12.5028742,12.65919786,12.23041063,12.42900356,12.5819919,11.52304561,11.57859135,11.39360075
ASHGV40009161,5.07313514,4.289051999,3.610156701,4.125164693,4.264840422,4.506265439,6.892728382,7.051158002,7.058179403,5.215193419,5.623297499,4.931349202
ASHGV40009163,12.06281877,11.95638273,12.19495211,12.14759683,12.07195105,12.02754003,11.88128882,11.7983043,11.86890303,11.88213685,11.80976181,12.11003001
ASHGV40009167,2.859392315,2.62302882,2.62244161,2.698742067,2.700874467,2.724545145,2.804983924,2.710465688,2.747638054,2.622222084,2.627563034,2.634525475
ASHGV40009183,4.644238836,4.51344824,4.464366633,4.432372424,4.497338936,4.783308243,3.985653228,4.158901781,4.424432578,3.118295797,2.910427731,3.209990292
ASHGV40009185,7.703569905,7.330583127,6.688402754,7.13709925,7.198871626,7.471263363,7.809490733,7.81765209,7.913639399,7.535679844,7.509586201,7.328198009
ASHGV40009186,9.489017205,9.735131894,9.889864105,9.761637786,9.715662502,9.644460999,9.81734226,9.700461629,9.543323296,9.984596166,10.13304725,9.635715474
ASHGV40009187,5.460157151,5.316772853,5.376698847,5.250558914,5.456992226,5.623147123,5.422237925,4.681352457,4.026497235,4.936929536,4.732529493,4.784183281
ASHGV40009188,8.504961341,8.645622657,8.886955203,8.672164414,8.711206887,8.765653788,8.724689338,8.561481609,8.601072473,8.763559044,8.431171471,8.959503244
ASHGV40009190,7.639251394,7.178071847,7.247303613,7.457710207,7.318313896,7.237764195,6.97374942,7.327518118,7.449677131,7.323225443,7.109539666,7.301614117
ASHGV40009200,7.813940124,7.966848023,8.132309437,8.198029923,7.895078257,7.831921057,7.855929091,7.830991385,8.030113088,8.013830289,8.064464634,7.852903586
ASHGV40009201,6.449503374,6.373319789,6.926221922,6.682760006,6.541512335,6.506387495,7.025848588,6.876649408,6.412687139,6.842361852,6.850145762,6.927674122
ASHGV40009202,6.955851934,6.964789089,6.082076109,6.850702345,6.652781457,6.700513137,6.038905994,6.460995947,6.472320483,5.087005227,5.029590127,5.4461972
ASHGV40009204,12.77503032,12.69129559,11.99345932,12.62868025,12.46740735,12.42414796,12.22803128,12.11737079,11.84927389,11.47480495,11.29319394,11.48251178
ASHGV40009205,7.966350033,8.244171601,8.578003413,8.20215341,8.336635737,8.426499054,8.132442672,7.997785993,8.236536115,8.059619558,8.140136755,7.927340307
ASHGV40009207,10.08979526,10.15757066,9.831168475,9.890288025,10.02750358,10.19159012,9.706144156,9.841253175,9.897353659,10.61466212,10.50011546,10.6645534
ASHGV40009208,5.827618671,6.041476117,5.960131343,6.01142175,5.938323029,6.067718885,5.340350775,5.646043337,5.711517026,5.059443443,5.214409917,5.127861131
ASHGV40009209,6.075328517,5.945590611,6.098063857,6.058861299,6.095834436,5.962142975,6.353403599,6.166933679,6.020900407,5.947104953,6.380463473,6.223753009
